JLPT,Example Words,Onyomi,Word,Reading,Word Type,Example Sentence EN,breakdown,type,Lesson,Meaning,Kanji,Example Sentence JP,Kunyomi
N5,,,～人,～じん,Noun,There are two Japanese people.,"{""vocabulary"": [{""word"": ""日本人"", ""reading"": ""にほんじん"", ""meaning"": ""Japanese person"", ""role"": ""Noun"", ""components"": [{""part"": ""日本"", ""reading"": ""にほん"", ""meaning"": ""Japan"", ""contribution"": ""Noun""}, {""part"": ""人"", ""reading"": ""じん"", ""meaning"": ""person"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""二人"", ""reading"": ""ふたり"", ""meaning"": ""two people"", ""role"": ""Noun"", ""components"": [{""part"": ""二"", ""reading"": ""ふた"", ""meaning"": ""two"", ""contribution"": ""Numeral""}, {""part"": ""人"", ""reading"": ""り"", ""meaning"": ""people"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""います"", ""reading"": ""います"", ""meaning"": ""there are"", ""role"": ""Verb, non-past"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence states that there are two individuals who are Japanese. It is a simple statement about the presence of these people."", ""steps"": [""**日本人** - Refers to the subject of the sentence, meaning \""Japanese people.\"""", ""**が** - Marks “日本人” as the subject of the sentence."", ""**二人** - Specifies the quantity of the subject, indicating there are two people."", ""**います** - The verb that indicates existence, specifically for animate beings.""], ""sentence_pattern"": ""- [Subject] + [が] + [Number] + [Verb (existence)]\n- **Kanji**: 猫が一匹います。\n- **Hiragana**: ねこがいっぴきいます。\n- **English Translation**: There is one cat."", ""sentence_pattern_kanji"": ""猫が一匹います。"", ""sentence_pattern_hiragana"": ""ねこがいっぴきいます。"", ""sentence_pattern_english"": ""There is one cat."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that が is used to mark the subject of the sentence, which is important for identifying what the sentence is about. In this case, it highlights the Japanese people."", ""common_mistake"": ""Beginners might confuse the use of います with ある (aru), which is used for inanimate objects. Remember that います is specifically for living things."", ""alternative_expression"": {""kanji"": ""日本人が二名います。"", ""hiragana"": ""にほんじんがにめいいます。"", ""english"": ""There are two Japanese people (using a more formal counting word).""}, ""new_words_in_alternative"": []}}",Vocab,14,counter for people,,日本人が二人います。,
N5,千(せん): thousand; 千円(せんえん): one thousand yen; 三千(さんぜん): three thousand,せん,,,,,,Kanji,14,thousand,千,,ち
N5,,,～週間,～しゅうかん,Noun,"I study English every week. So, I have a test in three weeks.","{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""毎週"", ""reading"": ""まいしゅう"", ""meaning"": ""every week"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""英語"", ""reading"": ""えいご"", ""meaning"": ""English"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive/Attributive Particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""勉強"", ""reading"": ""べんきょう"", ""meaning"": ""study"", ""role"": ""Noun/Verb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""します"", ""reading"": ""します"", ""meaning"": ""do"", ""role"": ""Verb, polite form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""だから"", ""reading"": ""だから"", ""meaning"": ""so"", ""role"": ""Conjunction"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""三週間"", ""reading"": ""さんしゅうかん"", ""meaning"": ""three weeks"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""後"", ""reading"": ""ご"", ""meaning"": ""after"", ""role"": ""Noun/Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Time Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""テスト"", ""reading"": ""てすと"", ""meaning"": ""test"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""があります"", ""reading"": ""があります"", ""meaning"": ""there is"", ""role"": ""Verb, polite form"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the speaker's routine of studying English weekly and indicates that a test will occur in three weeks. It connects the study habit to the upcoming test."", ""steps"": [""**私は** - \""I\"" is marked as the topic of the sentence."", ""**毎週** - Indicates the frequency of the action, meaning \""every week.\"""", ""**英語の勉強をします** - \""study English\"" is the main action, where \""の\"" connects \""English\"" to \""study,\"" indicating what is being studied."", ""**だから** - Connects the two sentences, meaning \""so.\"""", ""**三週間後に** - \""in three weeks\"" specifies the time frame for the test."", ""**テストがあります** - \""there is a test,\"" indicating the existence of the test.""], ""sentence_pattern"": ""- [Topic] + [Frequency] + [Object] + [Verb] + [Conjunction] + [Time Frame] + [Object] + [Verb]\n- **Kanji**: 私は毎週、英語の勉強をします。だから、三週間後にテストがあります。\n- **Hiragana**: わたしはまいしゅう、えいごのべんきょうをします。だから、さんしゅうかんごにてすとがあります。\n- **English Translation**: I study English every week. So, I have a test in three weeks."", ""sentence_pattern_kanji"": ""私は毎週、英語の勉強をします。だから、三週間後にテストがあります。"", ""sentence_pattern_hiragana"": ""わたしはまいしゅう、えいごのべんきょうをします。だから、さんしゅうかんごにてすとがあります。"", ""sentence_pattern_english"": ""I study English every week. So, I have a test in three weeks."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the particle は marks the topic of the sentence, while を marks the direct object of the verb. This helps clarify what you are studying."", ""common_mistake"": ""Beginners often confuse the use of の and を. Use の to indicate possession or attribution (like \""English study\""), while を is used to mark the object of the action (what you are doing)."", ""alternative_expression"": {""kanji"": ""毎週、英語を勉強します。それで、三週間後にテストがあります。"", ""hiragana"": ""まいしゅう、えいごをべんきょうします。それで、さんしゅうかんごにてすとがあります。"", ""english"": ""I study English every week. Therefore, I have a test in three weeks.""}, ""new_words_in_alternative"": [{""word"": ""それで"", ""reading"": ""それで"", ""meaning"": ""therefore"", ""description"": ""Conjunction""}]}}",Vocab,14,~ weeks,,私は毎週、英語の勉強をします。だから、三週間後にテストがあります。,
N5,,,メートル,メートル,Noun,This room is five meters long.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""部屋"", ""reading"": ""へや"", ""meaning"": ""room"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""五メートル"", ""reading"": ""ごメートル"", ""meaning"": ""five meters"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive/Attributive particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""長さ"", ""reading"": ""ながさ"", ""meaning"": ""length"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the length of a room, providing a specific measurement. It indicates that the room has a length of five meters."", ""steps"": [""**この** - Specifies which room is being referred to, indicating proximity."", ""**部屋** - The subject of the sentence, meaning \""room.\"""", ""**は** - Marks “部屋” as the topic of the sentence."", ""**五メートル** - Specifies the measurement of the room's length."", ""**の** - Connects the measurement to the noun it describes (length)."", ""**長さ** - Indicates the attribute being described, which is the length."", ""**です** - A polite ending that functions as the verb \""is.\""""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Measurement] + [の] + [Attribute] + [です]\n- **Kanji**: この部屋は三メートルの幅です。\n- **Hiragana**: このへやはさんメートルのはばです。\n- **English Translation**: This room is three meters wide."", ""sentence_pattern_kanji"": ""この部屋は三メートルの幅です。"", ""sentence_pattern_hiragana"": ""このへやはさんメートルのはばです。"", ""sentence_pattern_english"": ""This room is three meters wide."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure of the sentence follows a clear pattern where the topic is introduced first, followed by its attributes or measurements. This helps in understanding the relationship between the subject and its description."", ""common_mistake"": ""Beginners often confuse the use of の and は. Remember that の is used to connect nouns and indicate possession or attribution, while は marks the topic of the sentence."", ""alternative_expression"": {""kanji"": ""この部屋の長さは五メートルです。"", ""hiragana"": ""このへやのながさはごメートルです。"", ""english"": ""The length of this room is five meters.""}, ""new_words_in_alternative"": [{""word"": ""長さ"", ""reading"": ""ながさ"", ""meaning"": ""length"", ""description"": ""Noun""}]}}",Vocab,14,meter,,この部屋は五メートルの長さです。,
N5,,,～回,～かい,Counter,I went to Japan three times.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""日本"", ""reading"": ""にほん"", ""meaning"": ""Japan"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Destination Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""三回"", ""reading"": ""さんかい"", ""meaning"": ""three times"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""行きました"", ""reading"": ""いきました"", ""meaning"": ""went"", ""role"": ""Verb, past tense"", ""components"": [{""part"": ""行く"", ""reading"": ""いく"", ""meaning"": ""to go"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the speaker's experience of traveling to Japan on three separate occasions. It conveys a completed action in the past."", ""steps"": [""**私** - Refers to the speaker, marking them as the subject of the sentence."", ""**は** - Marks “私” as the topic of the sentence."", ""**日本** - Indicates the destination of the action."", ""**に** - Marks the destination, indicating where the speaker went."", ""**三回** - Specifies the number of times the action occurred."", ""**行きました** - The past tense of “行く,” indicating that the action of going has been completed.""], ""sentence_pattern"": ""- [Subject] + [は] + [Destination] + [に] + [Number of Times] + [Verb (past tense)]\n- **Kanji**: 彼はアメリカに二回行きました。\n- **Hiragana**: かれはあめりかににかいきました。\n- **English Translation**: He went to America two times."", ""sentence_pattern_kanji"": ""彼はアメリカに二回行きました。"", ""sentence_pattern_hiragana"": ""かれはあめりかににかいきました。"", ""sentence_pattern_english"": ""He went to America two times."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which is often the subject, but not always. It helps to focus on what the sentence is about."", ""common_mistake"": ""Beginners might confuse に with へ. Remember that に indicates the destination of the action, while へ indicates direction."", ""alternative_expression"": {""kanji"": ""私は日本へ三回行きました。"", ""hiragana"": ""わたしはにほんへさんかいきました。"", ""english"": ""I went to Japan three times.""}, ""new_words_in_alternative"": [{""word"": ""へ"", ""reading"": ""へ"", ""meaning"": ""[Direction Marker]"", ""description"": ""Particle""}]}}",Vocab,14,counter for occurrences (~ times),,私は日本に三回行きました。,
N5,,,番号,ばんごう,Noun,My phone number is 123-4567.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""電話番号"", ""reading"": ""でんわばんごう"", ""meaning"": ""phone number"", ""role"": ""Noun"", ""components"": [{""part"": ""電話"", ""reading"": ""でんわ"", ""meaning"": ""telephone"", ""contribution"": ""Noun""}, {""part"": ""番号"", ""reading"": ""ばんごう"", ""meaning"": ""number"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""123-4567"", ""reading"": ""いちにさん-よんごろくなな"", ""meaning"": ""123-4567"", ""role"": ""Numerical expression"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a straightforward declaration where the speaker is providing their phone number. It is a common way to share personal contact information."", ""steps"": [""**私** - Refers to the speaker, indicating possession."", ""**の** - Indicates that what follows belongs to the speaker (my)."", ""**電話番号** - Specifies what is being discussed (phone number)."", ""**は** - Marks “電話番号” as the topic of the sentence."", ""**123-4567** - The actual phone number being stated."", ""**です** - A polite way to conclude the sentence, affirming that the statement is true.""], ""sentence_pattern"": ""- [Topic] + [は] + [Noun] + [です]\n- **Kanji**: 彼の電話番号は987-6543です。\n- **Hiragana**: かれのでんわばんごうはきゅうはち-ろくごーさんです。\n- **English Translation**: His phone number is 987-6543."", ""sentence_pattern_kanji"": ""彼の電話番号は987-6543です。"", ""sentence_pattern_hiragana"": ""かれのでんわばんごうはきゅうはち-ろくごーさんです。"", ""sentence_pattern_english"": ""His phone number is 987-6543."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the particle の indicates possession, so “私の” means “my.” This is a key structure in Japanese to show ownership."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to mark the topic (the phone number), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""私の携帯番号は123-4567です。"", ""hiragana"": ""わたしのけいたいばんごうは123-4567です。"", ""english"": ""My mobile number is 123-4567.""}, ""new_words_in_alternative"": [{""word"": ""携帯番号"", ""reading"": ""けいたいばんごう"", ""meaning"": ""mobile number"", ""description"": ""Noun""}]}}",Vocab,14,"number, a series of digits",,私の電話番号は123-4567です。,
N5,,,三日,みっか,Noun,Today is the third day of the month.,"{""vocabulary"": [{""word"": ""今日"", ""reading"": ""きょう"", ""meaning"": ""today"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""三日"", ""reading"": ""みっか"", ""meaning"": ""third day"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence states that the current day is the third day of the month. It provides a simple declaration about the date."", ""steps"": [""**今日** - Refers to the current day, marking it as the topic of the sentence."", ""**は** - Marks “今日” as the topic, indicating what the sentence is about."", ""**三日** - Specifies the date, meaning the third day of the month."", ""**です** - A polite ending particle used to indicate that the statement is a declaration.""], ""sentence_pattern"": ""- [Topic] + [は] + [Date] + [です]\n- **Kanji**: 明日は四日です。\n- **Hiragana**: あしたはよっかです。\n- **English Translation**: Tomorrow is the fourth day."", ""sentence_pattern_kanji"": ""明日は四日です。"", ""sentence_pattern_hiragana"": ""あしたはよっかです。"", ""sentence_pattern_english"": ""Tomorrow is the fourth day."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to clarify what you are talking about. In this case, it emphasizes that the statement is about \""today.\"""", ""common_mistake"": ""Beginners might confuse the use of は with が. In this context, は is appropriate because it introduces the topic, while が would be used to emphasize the subject in a different context."", ""alternative_expression"": {""kanji"": ""今日は三日目だ。"", ""hiragana"": ""きょうはみっかめだ。"", ""english"": ""Today is the third day.""}, ""new_words_in_alternative"": [{""word"": ""三日目"", ""reading"": ""みっかめ"", ""meaning"": ""third day"", ""description"": ""Noun""}]}}",Vocab,14,three days; the third day of the month,,今日は三日です。,
N5,四月(しがつ): April; 四時(よじ): four o’clock; 四人(よにん): four people,し,,,,,,Kanji,14, four,四,,よ
N5,,,十,じゅう,Numeric,I am ten years old.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""十歳"", ""reading"": ""じゅっさい"", ""meaning"": ""ten years old"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's age, indicating that they are ten years old. It is a straightforward statement about personal information."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**十歳** - Indicates the age of the speaker, meaning “ten years old.”"", ""**です** - A polite ending that functions as the verb “is,” linking the subject to the predicate.""], ""sentence_pattern"": ""- [Topic] + [は] + [Age] + [です]\n- **Kanji**: 彼は二十歳です。\n- **Hiragana**: かれはにじゅっさいです。\n- **English Translation**: He is twenty years old."", ""sentence_pattern_kanji"": ""彼は二十歳です。"", ""sentence_pattern_hiragana"": ""かれはにじゅっさいです。"", ""sentence_pattern_english"": ""He is twenty years old."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure is quite simple: you state the topic (yourself) followed by your age. The use of です at the end makes it polite."", ""common_mistake"": ""Beginners might forget to use は after 私, which is essential for marking the topic of the sentence."", ""alternative_expression"": {""kanji"": ""私は10歳です。"", ""hiragana"": ""わたしはじゅっさいです。"", ""english"": ""I am 10 years old.""}, ""new_words_in_alternative"": [{""word"": ""10"", ""reading"": ""じゅう"", ""meaning"": ""ten"", ""description"": ""Numeral""}]}}",Vocab,14,ten,,私は十歳です。,
N5,,,五日,いつか,Noun,The fifth day is my birthday.,"{""vocabulary"": [{""word"": ""五日"", ""reading"": ""いつか"", ""meaning"": ""fifth day"", ""role"": ""Noun"", ""components"": [{""part"": ""五"", ""reading"": ""ご"", ""meaning"": ""five"", ""contribution"": ""Numeral""}, {""part"": ""日"", ""reading"": ""にち"", ""meaning"": ""day"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I / my"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""誕生日"", ""reading"": ""たんじょうび"", ""meaning"": ""birthday"", ""role"": ""Noun"", ""components"": [{""part"": ""誕生"", ""reading"": ""たんじょう"", ""meaning"": ""birth"", ""contribution"": ""Noun""}, {""part"": ""日"", ""reading"": ""び"", ""meaning"": ""day"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence states that the fifth day of the month is the speaker's birthday. It conveys a personal significance tied to a specific date."", ""steps"": [""**五日** - Indicates the specific date (the fifth day)."", ""**は** - Marks “五日” as the topic of the sentence."", ""**私の** - Indicates possession, meaning “my.”"", ""**誕生日** - Refers to the event being discussed, which is the birthday."", ""**です** - A polite way to conclude the statement, affirming the information.""], ""sentence_pattern"": ""- [Date] + [は] + [Possessive Pronoun] + [Noun] + [です]\n- **Kanji**: 今日は私の誕生日です。\n- **Hiragana**: きょうはわたしのたんじょうびです。\n- **English Translation**: Today is my birthday."", ""sentence_pattern_kanji"": ""今日は私の誕生日です。"", ""sentence_pattern_hiragana"": ""きょうはわたしのたんじょうびです。"", ""sentence_pattern_english"": ""Today is my birthday."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to focus on what the sentence is about. In this case, it highlights the date as the main point of discussion."", ""common_mistake"": ""Beginners often confuse the use of の and は. Use の to indicate possession (my birthday) and は to mark the topic of the sentence (the fifth day)."", ""alternative_expression"": {""kanji"": ""5日は私の誕生日です。"", ""hiragana"": ""ごにちはわたしのたんじょうびです。"", ""english"": ""The 5th is my birthday.""}, ""new_words_in_alternative"": [{""word"": ""5日"", ""reading"": ""ごにち"", ""meaning"": ""5th day"", ""description"": ""Noun""}]}}",Vocab,14,five days; the fifth day of the month,,五日は私の誕生日です。,
